image_id,class_id,x_min,y_min,x_max,y_max,confidence,width,height
000d68e42b71d3eac10ccc077aba07c1,9,571.1111111111111,0.0,768.8888888888889,86.75555555555556,1.0,1024,1024
000d68e42b71d3eac10ccc077aba07c1,9,146.22222222222223,0.0,789.7777777777778,103.46666666666667,1.0,1024,1024
000d68e42b71d3eac10ccc077aba07c1,9,32.0,738.1333333333333,72.0,864.3555555555556,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,3,331.73544554455447,429.933014354067,775.8067326732673,547.1132376395534,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,7,760.8015841584158,450.347687400319,908.0142574257426,544.6634768740032,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,7,783.5120792079208,454.83891547049444,893.4146534653465,502.6092503987241,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,9,457.85980198019803,123.30462519936204,546.2685148514852,345.00797448165866,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,10,84.75881188118812,489.5438596491228,223.86059405940594,569.9776714513557,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,10,103.00831683168317,514.8580542264752,163.0289108910891,585.4928229665072,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,10,796.8950805664062,452.1850280761719,916.7334594726562,543.6427612304688,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,13,783.5120792079208,454.83891547049444,893.4146534653465,502.6092503987241,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,13,255.08752475247525,483.82775119617224,332.9520792079208,516.4912280701755,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,0,352.41821782178215,194.755980861244,675.6372277227723,358.8899521531101,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,0,524.5718994140625,190.26475524902344,683.7481079101562,349.7033386230469,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,11,103.00831683168317,514.8580542264752,163.0289108910891,585.4928229665072,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,11,84.75881188118812,489.5438596491228,223.86059405940594,569.9776714513557,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,11,729.980198019802,416.05103668261563,920.180594059406,527.1068580542264,1.0,1024,1024
00150343289f317a0ad5629d5b7d9ef9,11,832.9885148514851,454.02232854864434,925.4526732673268,542.622009569378,1.0,1024,1024
001d127bad87592efe45a5c7678f8b8d,2,356.3333333333333,124.33333333333333,432.6666666666667,277.0,1.0,1024,1024
001d127bad87592efe45a5c7678f8b8d,13,680.6666666666666,210.33333333333334,741.6666666666666,339.3333333333333,1.0,1024,1024
001d127bad87592efe45a5c7678f8b8d,13,356.3333333333333,124.33333333333333,432.6666666666667,277.0,1.0,1024,1024
001d127bad87592efe45a5c7678f8b8d,13,684.0,284.0,704.0,294.6666666666667,1.0,1024,1024
001d127bad87592efe45a5c7678f8b8d,13,287.1666564941406,126.66667175292969,433.0,359.6666564941406,1.0,1024,1024
0046f681f078851293c4e710c4466058,11,686.6666666666666,148.26666666666668,804.0,244.62222222222223,1.0,1024,1024
0046f681f078851293c4e710c4466058,11,212.44444444444446,141.51111111111112,315.1111111111111,202.66666666666666,1.0,1024,1024
0046f681f078851293c4e710c4466058,13,183.11111111111111,211.2,327.55555555555554,349.15555555555557,1.0,1024,1024
0046f681f078851293c4e710c4466058,13,140.44444444444446,196.62222222222223,388.0,401.77777777777777,1.0,1024,1024
0046f681f078851293c4e710c4466058,13,299.55555555555554,178.13333333333333,339.55555555555554,194.84444444444443,1.0,1024,1024
0046f681f078851293c4e710c4466058,13,140.0,198.75555555555556,280.8888888888889,289.4222222222222,1.0,1024,1024
0046f681f078851293c4e710c4466058,13,587.4074096679688,194.0148162841797,805.4815063476562,405.4518737792969,1.0,1024,1024
0046f681f078851293c4e710c4466058,6,140.0,198.75555555555556,280.8888888888889,289.4222222222222,1.0,1024,1024
0046f681f078851293c4e710c4466058,0,455.1111111111111,242.13333333333333,605.3333333333334,344.53333333333336,1.0,1024,1024
0061cf6d35e253b6e7f03940592cc35e,8,273.33543307086615,230.33333333333334,316.8755905511811,251.66666666666666,1.0,1024,1024
0061cf6d35e253b6e7f03940592cc35e,0,502.32440944881887,267.0,571.6661417322834,351.6666666666667,1.0,1024,1024
0061cf6d35e253b6e7f03940592cc35e,2,748.783203125,567.5555419921875,795.6829223632812,603.7777709960938,1.0,1024,1024
0061cf6d35e253b6e7f03940592cc35e,13,240.27716535433072,205.66666666666666,293.4929133858268,255.66666666666666,1.0,1024,1024
0061cf6d35e253b6e7f03940592cc35e,13,738.5700787401574,568.3333333333334,796.6236220472441,605.0,1.0,1024,1024
00675cd546313f912cadd4ad54415d69,3,391.8915100097656,498.8805847167969,852.2854614257812,656.1996459960938,1.0,1024,1024
00675cd546313f912cadd4ad54415d69,0,535.4453735351562,279.8431396484375,672.0573120117188,393.3547058105469,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,0,546.1086169442433,362.8290657439446,675.4989138305575,456.72525951557094,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,4,259.5220854453295,342.9868512110727,456.01737871107895,572.9439446366782,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,10,122.4697036743164,176.690185546875,465.6567687988281,861.24658203125,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,7,785.9811730629979,531.4878892733564,810.4503982621289,601.6442906574395,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,7,260.2635803222656,376.11627197265625,456.573486328125,537.6885986328125,1.0,1024,1024
009d4c31ebf87e51c5c8c160a4bd8006,13,784.1274438812454,526.1730103806228,859.0181028240405,605.5418685121107,1.0,1024,1024
009d837e29ba400e03856cf8d6a5b545,11,603.5555555555555,102.4,711.1111111111111,126.93333333333334,1.0,1024,1024
009d837e29ba400e03856cf8d6a5b545,11,248.88888888888889,105.24444444444444,382.6666666666667,149.6888888888889,1.0,1024,1024
009d837e29ba400e03856cf8d6a5b545,0,515.8518676757812,213.8074188232422,617.629638671875,301.9851989746094,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,3,373.7001669449082,549.1062723431914,783.6420701168614,680.2261943451414,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,10,803.130550918197,581.0542736431589,874.5883138564274,728.4809879753006,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,11,280.36060100166947,111.48521286967826,385.6667779632721,152.0857978550536,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,11,683.4644407345576,131.45271368215793,759.7088480801335,185.6977575560611,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,7,752.5288814691152,563.4163145921352,862.2797996661102,669.2440688982775,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,7,115.22136894824708,332.1260968475788,271.12921535893156,663.2538186545337,1.0,1024,1024
00aca42a24e4ea6066cca2546150c36e,0,516.61572265625,259.0228576660156,624.315185546875,381.2683410644531,1.0,1024,1024
00bcb82818ea83d6a86df241762cd7d0,10,762.0,605.7984,833.5,692.6336,1.0,1024,1024
00bcb82818ea83d6a86df241762cd7d0,11,762.0,605.7984,833.5,692.6336,1.0,1024,1024
00bcb82818ea83d6a86df241762cd7d0,3,332.0,507.0848,711.0,641.4336,1.0,1024,1024
00bcb82818ea83d6a86df241762cd7d0,9,350.5,266.24,428.0,630.3744,1.0,1024,1024
00bcb82818ea83d6a86df241762cd7d0,0,465.5,225.6896,571.5,352.6656,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,0,481.3333333333333,228.9777777777778,592.0,315.02222222222224,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,3,344.44444444444446,453.3333333333333,800.8888888888889,577.0666666666667,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,11,201.33333333333334,147.2,359.1111111111111,187.0222222222222,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,7,580.8888888888889,130.84444444444443,636.0,171.73333333333332,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,7,589.7777777777778,132.9777777777778,615.1111111111111,163.9111111111111,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,6,580.8888888888889,130.84444444444443,636.0,171.73333333333332,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,6,241.33333333333334,174.22222222222223,364.44444444444446,253.86666666666667,1.0,1024,1024
00f2f97f74e086e1f82acc285ee4a5c5,6,580.4444444444445,118.75555555555556,801.3333333333334,272.7111111111111,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,3,392.7820739746094,617.936767578125,768.6370239257812,763.0784912109375,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,0,529.5338134765625,295.0659484863281,660.703857421875,440.4300842285156,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,8,295.95165303945964,301.96155099380906,315.60895840739425,321.98110133594,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,8,338.54248046875,353.51190185546875,353.28546142578125,366.6914367675781,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,11,235.5236402417348,711.3613554903877,271.9260575897618,745.7282502443793,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,11,586.4429434767153,167.4969045291626,701.4745822964807,214.87650700553925,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,11,777.5556345538571,750.3994786575432,805.5854959118379,774.0892798957315,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,11,323.25347900390625,163.82664489746094,451.02593994140625,222.0501708984375,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,13,679.6331318876644,190.51938742261322,710.5751866334874,263.2570869990225,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,13,649.0551147460938,197.85989379882812,776.2815551757812,324.4835510253906,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,13,272.6541059367224,261.92245030954706,321.0693210095983,326.65232974910396,1.0,1024,1024
010018c93ed33ae56ed048ee54867e46,13,295.2236046924991,231.8931247963506,376.76501955207965,386.37732160312805,1.0,1024,1024
0108949daa13dc94634a7d650a05c0bb,0,483.4073791503906,261.0962829589844,594.2222290039062,349.629638671875,1.0,1024,1024
0108949daa13dc94634a7d650a05c0bb,3,341.1851806640625,507.8518371582031,796.7407836914062,629.5703735351562,1.0,1024,1024
010a3dbb67bc37800a041866844861b1,3,411.7501220703125,523.0,818.2593383789062,655.1111450195312,1.0,1024,1024
010a3dbb67bc37800a041866844861b1,6,723.2503937007874,340.0,836.132283464567,421.6666666666667,1.0,1024,1024
010a3dbb67bc37800a041866844861b1,7,723.2503937007874,340.0,836.132283464567,421.6666666666667,1.0,1024,1024
010a3dbb67bc37800a041866844861b1,0,543.4456176757812,272.22222900390625,666.2719116210938,369.5555419921875,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,2,606.3370078740157,235.0,648.2645669291338,306.0,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,0,546.8052368164062,228.1111297607422,667.0781860351562,331.22222900390625,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,3,428.9511811023622,533.3333333333334,799.8488188976378,650.3333333333334,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,11,201.5748031496063,655.3333333333334,221.73228346456693,707.3333333333334,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,11,907.0866141732283,681.3333333333334,926.8409448818898,714.0,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,10,201.5748031496063,655.3333333333334,221.73228346456693,707.3333333333334,1.0,1024,1024
0114c5cd093c742334d5a5fa14140421,10,907.0866141732283,681.3333333333334,926.8409448818898,714.0,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,7,223.66666666666666,684.6666666666666,331.6666666666667,760.3333333333334,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,0,526.6666666666666,326.0,628.3333333333334,436.3333333333333,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,9,223.66666666666666,684.6666666666666,331.6666666666667,760.3333333333334,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,9,824.6666666666666,604.0,845.0,628.3333333333334,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,8,824.6666666666666,604.0,845.0,628.3333333333334,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,11,349.5555419921875,216.55555725097656,455.2221984863281,240.3333282470703,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,11,581.3333129882812,199.22222900390625,700.3333129882812,234.22222900390625,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,3,381.111083984375,580.6666870117188,778.77783203125,746.4443969726562,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,13,250.5,414.0,361.3333435058594,449.66668701171875,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,6,272.3333333333333,595.6666666666666,381.3333333333333,666.3333333333334,1.0,1024,1024
011ae9520e81f1efe71c9d954ec07d09,6,255.66666666666666,411.3333333333333,372.0,461.6666666666667,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,5,297.3333333333333,551.0,416.6666666666667,634.3333333333334,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,13,379.0,139.8333282470703,418.0,186.0,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,6,290.0,529.6666666666666,406.3333333333333,639.3333333333334,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,6,222.33333333333334,452.6666666666667,436.0,650.6666666666666,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,9,297.3333333333333,551.0,416.6666666666667,634.3333333333334,1.0,1024,1024
013893a5fa90241c65c3efcdbdd2cec1,7,293.66668701171875,540.3333129882812,411.5,636.8333129882812,1.0,1024,1024
014e3dd712dc90f61da7ce8747d8c4c0,0,458.8888854980469,217.7777862548828,556.4444580078125,306.4888916015625,1.0,1024,1024
014e3dd712dc90f61da7ce8747d8c4c0,11,436.0,216.88888888888889,556.8888888888889,307.9111111111111,1.0,1024,1024
01546d3e6175ceaabd7d92f0c566579d,8,147.8112030029297,515.5521850585938,168.0438995361328,529.2765502929688,1.0,1024,1024
01546d3e6175ceaabd7d92f0c566579d,9,390.0417124039517,614.2062440870388,805.1869740212221,749.1895301166825,1.0,1024,1024
01546d3e6175ceaabd7d92f0c566579d,0,560.521039151116,327.12456638284453,634.3329674350531,404.62693156732894,1.0,1024,1024
01546d3e6175ceaabd7d92f0c566579d,3,391.1657409667969,604.0340576171875,828.6044921875,761.1378173828125,1.0,1024,1024
015e332b702e4829710941ab7265bd1d,3,383.7450256347656,590.4674072265625,782.5338745117188,730.4827880859375,1.0,1024,1024
015e332b702e4829710941ab7265bd1d,0,551.4369506835938,314.8505554199219,653.5989379882812,422.2528991699219,1.0,1024,1024
0162dad8330007f8f0daf43bcf4033f1,8,313.3333333333333,181.0,323.6666666666667,187.33333333333334,1.0,1024,1024
0162dad8330007f8f0daf43bcf4033f1,13,313.3333333333333,181.0,323.6666666666667,187.33333333333334,1.0,1024,1024
0162dad8330007f8f0daf43bcf4033f1,0,547.4444580078125,183.2222137451172,645.0,284.5555725097656,1.0,1024,1024
0162dad8330007f8f0daf43bcf4033f1,3,420.0,399.0,782.5,533.6666870117188,1.0,1024,1024
0187da5fd71c7a2917346bf12a67bbe4,9,359.793966151582,115.76850605652758,651.7733627667402,804.8667563930013,1.0,1024,1024
0187da5fd71c7a2917346bf12a67bbe4,9,294.61663818359375,105.9488525390625,489.3951416015625,537.3244018554688,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,2,125.96178343949045,470.95652173913044,170.39490445859872,664.695652173913,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,10,101.91082802547771,730.7826086956521,427.21019108280257,788.5217391304348,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,1,155.44798278808594,70.02898406982422,470.8280334472656,366.840576171875,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,11,101.91082802547771,730.7826086956521,427.21019108280257,788.5217391304348,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,11,108.02547770700637,708.5217391304348,176.10191082802547,798.6086956521739,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,11,125.96178343949045,470.95652173913044,170.39490445859872,664.695652173913,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,11,627.3630573248407,98.78260869565217,781.452229299363,137.3913043478261,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,13,685.656050955414,316.17391304347825,891.9235668789809,387.1304347826087,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,13,248.6624203821656,314.0869565217391,396.6369426751592,597.2173913043479,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,13,158.57324840764332,77.91304347826087,451.6687898089172,408.3478260869565,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,13,856.4585987261147,437.9130434782609,893.5541401273886,502.60869565217394,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,7,133.70700636942675,357.2173913043478,447.18471337579615,763.4782608695652,1.0,1024,1024
018a2fe44c3451281ec338c27ecc9c53,7,169.171974522293,66.43478260869566,478.1656050955414,356.5217391304348,1.0,1024,1024
018b348fd699821cdbc5bdc0b329982c,11,222.88958990536278,156.93617021276594,456.6813880126183,207.31914893617022,1.0,1024,1024
018b348fd699821cdbc5bdc0b329982c,2,220.87066246056781,230.80851063829786,307.2807570977918,290.0425531914894,1.0,1024,1024
018b348fd699821cdbc5bdc0b329982c,13,235.40694006309147,221.61702127659575,378.7507886435331,394.5531914893617,1.0,1024,1024
018b348fd699821cdbc5bdc0b329982c,7,222.0820189274448,211.40425531914894,308.4921135646688,280.51063829787233,1.0,1024,1024
018b348fd699821cdbc5bdc0b329982c,7,426.397476340694,302.29787234042556,474.8517350157729,362.5531914893617,1.0,1024,1024
018ef9c5d5b20c5161a5c48703171c3b,0,404.0,265.9555555555556,615.1111111111111,422.75555555555553,1.0,1024,1024
018ef9c5d5b20c5161a5c48703171c3b,11,282.22222900390625,110.22222137451172,396.66668701171875,143.64443969726562,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,10,227.5,506.66668701171875,450.8333435058594,660.3333740234375,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,7,270.6666666666667,333.6666666666667,396.3333333333333,430.6666666666667,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,7,257.16668701171875,377.83331298828125,452.8333435058594,560.5,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,4,276.0,336.5,394.66668701171875,433.5,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,11,346.0,104.66666666666667,485.3333333333333,202.0,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,11,223.66666666666666,486.6666666666667,354.3333333333333,608.6666666666666,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,11,229.33333333333334,104.66666666666667,343.6666666666667,484.3333333333333,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,11,276.6666666666667,102.66666666666667,472.6666666666667,305.0,1.0,1024,1024
01a3c3d994d85ce5634d2d13c03fd4b0,8,279.5555419921875,334.9999694824219,392.2222595214844,434.4444580078125,1.0,1024,1024
01afcfaabc406f0fe1797cb7fa6616c6,3,310.0740661621094,435.1999816894531,713.629638671875,567.4666748046875,1.0,1024,1024
01afcfaabc406f0fe1797cb7fa6616c6,0,442.2222595214844,230.04444885253906,522.6666870117188,302.9333190917969,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,9,671.5555555555555,561.7777777777778,808.0,602.6666666666666,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,10,837.3333333333334,609.4222222222222,860.0,664.5333333333333,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,0,517.111083984375,254.93333435058594,626.6666259765625,342.9333190917969,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,13,249.33333333333334,477.15555555555557,299.55555555555554,492.8,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,11,837.3333333333334,609.4222222222222,860.0,664.5333333333333,1.0,1024,1024
01b0510a8d3b0860429536653db5eb21,11,696.6666870117188,563.5555419921875,808.4444580078125,608.3555908203125,1.0,1024,1024
01c2b9fcb0384c84648ed76c736552a8,0,558.2947387695312,348.6612243652344,672.1600952148438,488.9171447753906,1.0,1024,1024
01c2b9fcb0384c84648ed76c736552a8,9,146.56714120815698,821.3104336625161,163.1150442477876,836.699012451696,1.0,1024,1024
01c2b9fcb0384c84648ed76c736552a8,3,383.4910888671875,694.537841796875,879.66552734375,833.181640625,1.0,1024,1024
01cbbeab94b4d2bfd5cd8a467fee46a7,5,63.55555555555556,453.3333333333333,272.44444444444446,605.1555555555556,1.0,1024,1024
01cbbeab94b4d2bfd5cd8a467fee46a7,11,253.77777777777777,124.08888888888889,356.8888888888889,153.24444444444444,1.0,1024,1024
01cbbeab94b4d2bfd5cd8a467fee46a7,11,529.7777777777778,140.8,624.8888888888889,160.35555555555555,1.0,1024,1024
01cbbeab94b4d2bfd5cd8a467fee46a7,3,290.3703918457031,518.2814331054688,718.370361328125,636.4444580078125,1.0,1024,1024
01cbbeab94b4d2bfd5cd8a467fee46a7,0,465.0370178222656,223.76295471191406,595.8518676757812,342.9925842285156,1.0,1024,1024
01d6446afde9fbf4332904bc331e9660,3,421.0,407.3333333333333,773.3333333333334,548.3333333333334,1.0,1024,1024
01d6446afde9fbf4332904bc331e9660,9,441.0,60.0,573.3333333333334,460.3333333333333,1.0,1024,1024
01d6446afde9fbf4332904bc331e9660,0,516.888916015625,171.44444274902344,632.2222290039062,308.5555725097656,1.0,1024,1024
01d6446afde9fbf4332904bc331e9660,11,595.6666666666666,71.66666666666667,657.3333333333334,85.66666666666667,1.0,1024,1024
01ee6e560f083255a630c41bba779405,9,766.9333333333333,234.42696629213484,800.0,270.3820224719101,1.0,1024,1024
01ee6e560f083255a630c41bba779405,13,744.5333333333333,190.80149812734084,812.2666666666667,271.82022471910113,1.0,1024,1024
01ee6e560f083255a630c41bba779405,13,706.1333333333333,155.32584269662922,733.3333333333334,207.1011235955056,1.0,1024,1024
01ee6e560f083255a630c41bba779405,0,552.8888549804688,248.9687957763672,692.2666625976562,383.0412292480469,1.0,1024,1024
01ee6e560f083255a630c41bba779405,3,405.1555480957031,549.3932495117188,881.77783203125,698.4868774414062,1.0,1024,1024
01ee6e560f083255a630c41bba779405,11,633.6,128.47940074906367,777.0666666666667,172.58426966292134,1.0,1024,1024
01ee6e560f083255a630c41bba779405,8,765.5999755859375,233.94757080078125,797.86669921875,270.6217346191406,1.0,1024,1024
01f88c998eea22d21ee144bc3edfd261,3,364.3333435058594,487.1509094238281,809.5,607.8463745117188,1.0,1024,1024
01fec681f2d698497151a88d6c5205a1,0,483.1159362792969,237.27760314941406,630.1741333007812,424.119384765625,1.0,1024,1024
01fec681f2d698497151a88d6c5205a1,3,348.98299845440494,614.4,731.2024729520865,773.7313432835821,1.0,1024,1024
01fec681f2d698497151a88d6c5205a1,11,278.15765069551776,78.71044776119403,446.3183925811437,131.05671641791045,1.0,1024,1024
01fec681f2d698497151a88d6c5205a1,11,113.16228748068006,815.3791044776119,131.75888717156104,858.555223880597,1.0,1024,1024
01fec681f2d698497151a88d6c5205a1,11,559.0850077279753,86.35223880597015,720.9149922720247,142.90149253731343,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,11,232.0,656.6666666666666,274.6666666666667,787.6666666666666,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,7,671.3333333333334,426.0,813.3333333333334,751.6666666666666,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,0,569.3333129882812,282.33331298828125,697.0,448.16668701171875,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,13,225.83334350585938,653.0,270.8333435058594,792.5,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,12,808.6666666666666,424.3333333333333,962.3333333333334,840.0,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,12,280.0,124.66666666666667,521.0,383.3333333333333,1.0,1024,1024
020717d6ab0b440b37978d9bace9f9b2,12,602.1666870117188,122.83333587646484,920.0,817.3333129882812,1.0,1024,1024
0211f9fe31142ba1e25fb6a2ea3fea38,6,685.7777777777778,517.6888888888889,804.8888888888889,734.5777777777778,1.0,1024,1024
